# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.28
2                      27.39
4                      29.32
8                      38.96
16                     39.40
32                     40.07
64                     42.47
128                    44.80
256                    71.85
512                    88.17
1024                   66.54
2048                   67.05
4096                   66.90
8192                   90.60
16384                 139.57
32768                 250.58
65536                 508.67
131072               1041.04
262144               2137.98
524288               3875.52
1048576              7575.13
