# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      51.64
8                      52.23
16                     52.15
32                     53.90
64                     53.10
128                    60.11
256                    83.38
512                   121.76
1024                  108.16
2048                  102.05
4096                  108.71
8192                  180.17
16384                 209.01
32768                 243.78
65536                 324.38
131072                527.30
262144                912.94
524288               1669.92
1048576              3176.55
