# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.11
2                       8.10
4                       8.69
8                       9.06
16                     10.11
32                     10.28
64                     10.92
128                    11.69
256                    13.04
512                    17.89
1024                   30.07
2048                   46.05
4096                   72.61
8192                  125.96
16384                 227.62
32768                 426.86
65536                 829.85
131072               2128.38
262144               4379.99
524288               8292.30
1048576             16224.20
