# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     194.08
2                     193.89
4                     194.34
8                     194.95
16                    194.89
32                    194.97
64                    195.33
128                   197.03
256                   194.87
512                   195.49
1024                  196.42
2048                  213.94
4096                  208.02
8192                  226.00
16384                 247.69
32768                 260.67
65536                 338.13
131072                471.58
262144                754.80
524288               1394.44
1048576              2777.79
