# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      34.73
2                      36.92
4                      38.80
8                      41.08
16                     45.81
32                     52.39
64                     57.91
128                   148.91
256                   130.14
512                   185.58
1024                  227.37
2048                  308.31
4096                  455.46
8192                  977.17
16384                1557.70
32768                2711.02
65536                5017.10
131072               9761.85
262144              18986.51
524288              37443.25
1048576             74431.37
