# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      46.14
8                      46.20
16                     46.30
32                     47.28
64                     48.49
128                    55.46
256                    84.98
512                    85.93
1024                   89.48
2048                  152.54
4096                   98.44
8192                  139.32
16384                 167.79
32768                 200.48
65536                 265.42
131072                458.53
262144                820.63
524288               1533.44
1048576              2972.98
