# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      38.45
8                      38.93
16                     39.02
32                     40.16
64                     40.02
128                    69.24
256                    72.62
512                    86.28
1024                  102.84
2048                   90.16
4096                   90.77
8192                  151.58
16384                 177.37
32768                 216.97
65536                 291.24
131072                468.02
262144                817.78
524288               1527.75
1048576              2929.60
