# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      79.68
2                      80.56
4                      82.15
8                      88.96
16                    155.35
32                    133.43
64                    159.45
128                   201.85
256                   355.18
512                   642.79
1024                  656.42
2048                  672.42
4096                  689.67
8192                  899.01
16384                1348.69
32768                2668.49
65536                5851.31
131072              13924.23
262144              21560.59
524288              39990.89
1048576             79557.89
