# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      46.40
8                      46.18
16                     45.96
32                     46.90
64                     48.76
128                    55.42
256                    87.57
512                    88.71
1024                   89.85
2048                  152.93
4096                  100.45
8192                  150.96
16384                 185.90
32768                 241.26
65536                 337.70
131072                563.08
262144               1058.86
524288               2036.57
1048576              3985.07
