# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      33.84
2                      36.21
4                      46.12
8                      46.78
16                     47.48
32                     51.02
64                     54.74
128                    85.51
256                   105.12
512                   145.44
1024                  145.53
2048                  144.73
4096                  144.13
8192                  428.77
16384                 276.53
32768                 504.02
65536                1007.52
131072               2155.00
262144               4295.67
524288               7817.34
1048576             15331.94
