# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.66
2                      29.36
4                      31.39
8                      32.92
16                     35.29
32                     46.54
64                     48.16
128                    58.69
256                    58.08
512                    77.40
1024                   97.54
2048                  137.81
4096                  214.28
8192                  364.66
16384                 663.16
32768                1268.23
65536                2443.20
131072               4786.30
262144               9528.34
524288              19475.09
1048576             38821.37
