# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                    1216.34
2                    1217.77
4                    1220.11
8                    1225.12
16                   1224.86
32                   1226.58
64                   1237.32
128                  1248.23
256                  1258.39
512                  1302.16
1024                 1452.18
2048                 7280.60
4096                 7527.27
8192                 8286.66
16384                9132.61
32768                7552.89
65536                7654.22
131072               7876.49
262144               8894.90
524288              11422.07
1048576             22562.95
