# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      94.91
2                      94.68
4                      94.76
8                      95.10
16                     94.99
32                     95.14
64                     95.76
128                    96.91
256                    97.63
512                   100.11
1024                  107.31
2048                  453.15
4096                  452.26
8192                  485.73
16384                 531.09
32768                 466.57
65536                 475.18
131072                496.74
262144                561.15
524288                705.10
1048576              1355.42
