# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.50
2                       7.45
4                       7.54
8                       7.43
16                      7.44
32                      7.58
64                      7.61
128                     7.76
256                     8.61
512                    12.74
1024                    8.88
2048                    9.51
4096                   10.45
8192                   16.08
16384                  21.83
32768                  32.61
65536                  54.89
131072                 96.94
262144                177.17
524288                351.07
1048576               692.74
