# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      17.37
8                      18.40
16                     18.31
32                     18.83
64                     18.03
128                    21.62
256                    23.74
512                    24.16
1024                   25.13
2048                   27.29
4096                   31.77
8192                   46.48
16384                  53.55
32768                  73.76
65536                 152.22
131072                266.46
262144                496.06
524288                944.54
1048576              1836.96
