# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     187.94
8                     188.04
16                    173.98
32                    173.92
64                     76.88
128                    78.04
256                    81.31
512                    86.67
1024                   94.22
2048                  106.62
4096                  110.40
8192                  215.89
16384                 237.30
32768                 231.27
65536                 240.98
131072                293.66
262144                315.68
524288                359.64
1048576               459.59
