# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      11.41
8                      11.55
16                     11.39
32                     11.64
64                     12.77
128                    14.79
256                    14.56
512                    14.86
1024                   16.00
2048                   17.33
4096                   20.53
8192                   34.64
16384                  43.86
32768                  48.87
65536                 143.36
131072                258.28
262144                484.09
524288                932.06
1048576              1829.70
