# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      51.60
8                      52.34
16                     52.34
32                     53.72
64                     52.85
128                    59.52
256                    84.44
512                    85.83
1024                   88.83
2048                   94.55
4096                  102.21
8192                  142.05
16384                 148.02
32768                 173.52
65536                 277.46
131072                473.31
262144                777.56
524288               1882.79
1048576              3686.61
