# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      46.78
2                      61.29
4                      61.69
8                      63.45
16                     68.05
32                     84.56
64                    108.30
128                   127.63
256                   169.52
512                   270.43
1024                  309.23
2048                  308.52
4096                  310.29
8192                  347.35
16384                 572.73
32768                3680.11
65536                4288.60
131072               5743.29
262144               8934.63
524288              16225.57
1048576             31440.57
