# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      35.65
8                      35.51
16                     35.28
32                     36.64
64                     37.99
128                    66.78
256                    68.98
512                    70.44
1024                   72.16
2048                  115.36
4096                   81.96
8192                  114.34
16384                 138.53
32768                 174.62
65536                 235.31
131072                398.67
262144                700.09
524288               1321.91
1048576              2526.11
