# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.44
2                      24.74
4                      26.53
8                      28.28
16                     30.01
32                     32.33
64                     43.19
128                    54.24
256                    58.36
512                    68.72
1024                   87.36
2048                  116.79
4096                  163.92
8192                  239.78
16384                 386.52
32768                 684.51
65536                1278.77
131072               2453.55
262144               4721.77
524288               9263.88
1048576             18982.55
