# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.22
2                      23.57
4                      24.38
8                      25.32
16                     26.80
32                     28.91
64                     40.00
128                    46.78
256                    66.54
512                    99.25
1024                  155.83
2048                  254.77
4096                  433.04
8192                  802.97
16384                2024.95
32768                4056.78
65536                8343.75
131072              16731.44
262144              34233.09
524288              90818.36
1048576            193391.70
