# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      23.41
8                      24.09
16                     28.58
32                     28.91
64                     28.47
128                    32.28
256                    35.32
512                    37.06
1024                   49.77
2048                   45.82
4096                   48.83
8192                   85.60
16384                 104.70
32768                 129.66
65536                 173.55
131072                280.55
262144                486.08
524288                882.77
1048576              1681.48
