# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      30.73
2                      31.30
4                      33.92
8                      34.41
16                     34.97
32                     38.90
64                     41.05
128                    40.14
256                   100.89
512                   117.57
1024                   70.28
2048                   78.62
4096                   90.67
8192                  118.24
16384                 170.82
32768                 286.30
65536                 519.74
131072               1020.97
262144               2813.24
524288               4869.12
1048576              9043.23
