# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      33.24
2                      35.37
4                      38.08
8                      40.19
16                     44.72
32                     51.63
64                     57.20
128                   144.03
256                   123.25
512                   181.74
1024                  225.16
2048                  305.50
4096                  451.81
8192                  974.81
16384                1544.00
32768                2712.13
65536                5090.24
131072               9870.04
262144              19603.08
524288              39069.57
1048576             78644.80
