# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.62
2                       5.76
4                       5.56
8                       5.79
16                      5.74
32                      5.58
64                      5.85
128                     5.95
256                     9.84
512                     9.19
1024                    9.43
2048                   10.52
4096                   13.25
8192                    9.13
16384                  12.98
32768                  16.00
65536                  28.01
131072                 50.11
262144                 85.31
524288                129.63
1048576               248.95
