# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      76.42
2                      76.48
4                      86.88
8                      83.27
16                     89.87
32                    184.40
64                    211.11
128                   275.21
256                   353.62
512                   720.22
1024                  762.68
2048                  827.84
4096                  917.27
8192                 1064.93
16384                1421.89
32768                2558.16
65536                5499.03
131072              12195.79
262144              24391.10
524288              40070.65
1048576             77173.59
