# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      25.58
2                      25.63
4                      27.66
8                      37.73
16                     38.21
32                     46.78
64                     40.74
128                    43.67
256                   101.13
512                   117.74
1024                   58.58
2048                   66.58
4096                   77.86
8192                  118.46
16384                 177.17
32768                 300.52
65536                 549.34
131072               1164.67
262144               2813.79
524288               4885.98
1048576              9344.19
