# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     132.96
8                     132.98
16                    122.15
32                    122.06
64                     52.21
128                    53.05
256                    55.09
512                    58.42
1024                   61.61
2048                   67.16
4096                   70.83
8192                  140.27
16384                 153.12
32768                 154.57
65536                 157.95
131072                191.98
262144                210.57
524288                243.31
1048576               348.42
