# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.04
2                      26.18
4                      27.87
8                      37.87
16                     38.49
32                     47.84
64                     41.25
128                    44.48
256                   102.99
512                   123.95
1024                   57.98
2048                   64.45
4096                   73.08
8192                  102.97
16384                 153.29
32768                 257.86
65536                 486.24
131072                965.06
262144               2340.84
524288               3802.95
1048576              6672.95
