# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      54.40
2                      55.59
4                      56.64
8                      62.72
16                     61.34
32                     64.80
64                    149.70
128                   173.62
256                   224.60
512                   291.06
1024                  351.65
2048                  382.27
4096                  429.56
8192                  502.76
16384                 703.86
32768                4919.75
65536                5862.57
131072               7994.52
262144              12008.46
524288              19865.62
1048576             38036.91
