# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     160.96
8                     161.03
16                    149.12
32                    149.11
64                     66.15
128                    67.31
256                    70.00
512                    74.17
1024                   79.04
2048                   87.55
4096                   90.18
8192                  183.85
16384                 201.39
32768                 196.07
65536                 202.62
131072                246.12
262144                266.64
524288                306.82
1048576               394.46
