# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      41.89
2                      42.29
4                      43.33
8                      45.24
16                     60.24
32                     67.19
64                    211.02
128                   239.17
256                   290.42
512                   643.70
1024                  846.24
2048                 1218.39
4096                 2449.11
8192                 5223.41
16384                8843.89
32768               16348.37
65536               32766.79
131072              89491.90
262144             191406.20
524288             390082.61
1048576            790619.49
