# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.04
2                       8.01
4                       8.63
8                       8.89
16                      9.75
32                     10.05
64                     10.77
128                    11.52
256                    12.72
512                    14.98
1024                   24.12
2048                   25.52
4096                   35.08
8192                   53.52
16384                  92.02
32768                 172.64
65536                 328.65
131072                642.70
262144               1253.14
524288               2467.74
1048576              5171.68
