# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      37.89
8                      37.85
16                     37.74
32                     39.81
64                     42.41
128                    48.32
256                    48.47
512                    49.13
1024                   49.45
2048                   50.40
4096                   51.24
8192                   53.07
16384                  54.01
32768                  53.12
65536                  53.18
131072                 54.26
262144                 96.18
524288                120.14
1048576               130.97
