# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      32.10
2                      34.15
4                      44.65
8                      45.18
16                     53.49
32                     48.76
64                     52.39
128                    95.81
256                   116.20
512                   163.52
1024                  130.74
2048                  142.48
4096                  158.36
8192                  191.22
16384                 294.99
32768                 519.59
65536                 974.08
131072               1973.99
262144               4694.54
524288               8102.65
1048576             15065.13
