# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      27.23
8                      27.72
16                     27.66
32                     39.59
64                     39.18
128                    43.29
256                    46.24
512                    48.36
1024                   50.96
2048                   52.99
4096                   57.03
8192                   75.35
16384                  91.21
32768                 114.91
65536                 165.03
131072                267.99
262144                470.64
524288                872.62
1048576              1642.78
