# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.74
2                       8.82
4                       8.75
8                       8.78
16                      8.88
32                      9.02
64                     10.23
128                    11.23
256                    11.46
512                    11.98
1024                   17.41
2048                   16.55
4096                   21.52
8192                   26.53
16384                  33.40
32768                  44.20
65536                  67.67
131072                116.72
262144                202.60
524288                391.50
1048576               767.26
