# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      31.89
8                      32.20
16                     32.46
32                     33.47
64                     48.48
128                    52.97
256                    56.43
512                    58.42
1024                   86.76
2048                   73.56
4096                   74.42
8192                  101.75
16384                 119.27
32768                 145.81
65536                 204.19
131072                328.40
262144                593.57
524288               1079.54
1048576              1981.22
