# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      23.23
8                      23.85
16                     28.44
32                     28.85
64                     28.38
128                    31.94
256                    34.84
512                    36.61
1024                   48.47
2048                   44.98
4096                   47.34
8192                   84.04
16384                 103.47
32768                 130.22
65536                 172.50
131072                271.04
262144                469.41
524288                868.43
1048576              1652.89
