# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.18
2                      17.26
4                      16.64
8                      16.96
16                     18.93
32                     20.57
64                     21.22
128                    22.53
256                    29.80
512                    43.28
1024                   44.67
2048                   50.11
4096                   73.31
8192                  111.95
16384                 176.48
32768                 291.04
65536                 524.59
131072                998.02
262144               1746.30
524288               3540.68
1048576              6989.70
