# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      16.42
8                      16.50
16                     23.15
32                     23.16
64                     24.67
128                    25.32
256                    27.62
512                    28.69
1024                   29.37
2048                   31.01
4096                   47.25
8192                   42.84
16384                  63.35
32768                  84.54
65536                 111.55
131072                201.43
262144                368.85
524288                689.04
1048576              1320.90
