# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      41.52
2                      42.52
4                      43.12
8                      44.94
16                     56.25
32                     59.89
64                    191.77
128                   207.96
256                   236.43
512                   482.67
1024                  548.51
2048                  666.30
4096                  863.94
8192                 1784.33
16384                2573.44
32768                4266.72
65536                8871.47
131072              19735.84
262144              39665.40
524288              79240.43
1048576            159650.53
