# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      51.36
8                      52.18
16                     52.56
32                     53.55
64                     53.12
128                    60.24
256                    82.54
512                   119.42
1024                  106.42
2048                   99.67
4096                  105.79
8192                  176.53
16384                 208.48
32768                 243.66
65536                 323.89
131072                523.37
262144                911.23
524288               1670.62
1048576              3195.14
