# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.98
2                      23.37
4                      24.80
8                      26.62
16                     28.74
32                     31.05
64                     33.50
128                    38.82
256                    43.34
512                    47.33
1024                   60.55
2048                   81.84
4096                  121.14
8192                  196.28
16384                 354.14
32768                 667.19
65536                1308.96
131072               2586.95
262144               5060.07
524288              10078.69
1048576             20446.14
