# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   10267.25
2                   10181.90
4                   10127.93
8                   10432.46
16                  10130.75
32                  10214.98
64                  10369.09
128                 10174.64
256                 10431.09
512                 10346.68
1024                   86.50
2048                   90.64
4096                   86.51
8192                   87.72
16384                 110.29
32768                 161.42
65536                 264.71
131072                522.37
262144               1402.71
524288               2128.17
1048576              3572.74
