# OSU MPI-CUDA Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      54.18
8                      52.92
16                     52.92
32                     52.78
64                     67.89
128                    71.99
256                    75.41
512                    76.99
1024                   79.89
2048                   84.43
4096                   91.57
8192                   94.17
16384                 111.96
32768                 140.09
65536                 187.49
131072                264.14
262144                398.48
524288                742.55
1048576              1263.19
