# OSU MPI-CUDA Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      46.83
2                      46.66
4                      47.12
8                      47.69
16                     49.16
32                     49.61
64                     51.06
128                    49.18
256                    51.82
512                    57.74
1024                   72.21
2048                   83.90
4096                  108.49
8192                  157.36
16384                 230.04
32768                 374.59
65536                 665.60
131072               1247.37
262144               2417.22
524288               4725.34
1048576              9450.07
