# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     101.99
2                     102.80
4                     103.48
8                     118.55
16                    137.40
32                    129.96
64                    275.81
128                   296.91
256                   346.09
512                   563.50
1024                  600.83
2048                  673.03
4096                  828.81
8192                 1828.52
16384                2438.96
32768                3604.97
65536                6274.21
131072              11309.81
262144              21369.27
524288              40187.38
1048576             85798.28
