# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   20432.79
2                   20886.39
4                   21054.17
8                   21030.14
16                  21076.24
32                  21337.73
64                  21439.48
128                 21426.14
256                 21999.74
512                  4902.97
1024                 4924.43
2048                 4958.84
4096                 5063.34
8192                 6566.35
16384                6693.21
32768                6862.01
65536                8192.49
131072              11411.71
262144              29040.96
524288              44048.84
1048576             74427.47
